0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,3,822,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2,0,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33,493,18,1,2,0,0,0,0,0,12,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3,0,4,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,1,2,2838,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1024,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,1,0,0,0,1,0,7,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,614,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,258,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,4,1,0,0,0,1,0,1,0,1,0,0,0,0,0,2,2,0,0,1149,5,2,1,9,0,7,3,0,0
2,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,4,0,0,1,2,2,0,10,398,55,3,35,4,38,3,1,9
1,0,0,0,2,1,0,1,2,4,0,0,0,0,0,0,0,1,2,2,1,9,0,2,2,4,2,2,5,13,983,6,22,4,17,1,0,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,13,513,8,1,1,0,1,7
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,17,0,0,0,1,0,5,0,8,11,5,1,922,1,15,0,3,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,782,123,1,1,36
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,1,1,5,4,723,0,0,40
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,3,0,0,0,0,5,2,1,0,2,5,5,2982,0,1
0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,1,0,0,0,0,3,1,3,0,1,200,2
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,2,0,0,884
